Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
1101,Although machine computer,"Action,Biography,Crime","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",James Gunn,"Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",2022,157,8,31391,335.07,84
1102,Really,"Action,Comedy,Romance",A young businessman faces a lawyer trying to prove his innocence by the assassination of his lover.,Tom Tykwer,"Mark Chao, Ni Ni, Dave Bautista, Sienna Guillory",2007,102,6.5,513146,8.22,23
1103,Control drug third resource,"Drama,Thriller",A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,James Ward Byrkit,"Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia",2019,161,8.9,957458,135.03,46
1104,Him themselves,"Drama,Sport","During World War II, an American navy ship is sunk by a Japanese submarine leaving 300 crewmen stranded in shark infested waters.",Drew Goddard,"Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",2024,138,4.2,934807,536.76,23
1105,Usually daughter,"Adventure,Family","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",Alex Garland,"Natalie Portman, Mila Kunis, Vincent Cassel,Winona Ryder",1999,131,4.5,144468,553.66,59
1106,Hundred need appear,"Adventure,Family","In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Justin Lin,"Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",1985,147,5.4,596185,682.45,72
1107,Will able statement,"Action,Fantasy,Horror","Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant-Colonel, to Florida for spring break.",Walter Hill,"Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek",1998,93,7.9,430190,840.27,
1108,Support PM idea,"Drama,Horror,Musical","A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",George Tillman Jr.,"Ryan Gosling, Emma Stone, Rosemarie DeWitt, J.K. Simmons",2010,122,4.7,657557,223.18,66
1109,Peace,"Drama,Family,Fantasy",A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary Â»,Zackary Adler,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty",2013,133,6.6,334601,172.69,78
1110,Accept matter speak,"Action,Sci-Fi,Thriller","As an actress starts to adopt the persona of her character in a film, her world starts to become nightmarish and surreal.",Simon Aboud,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",1998,99,7.2,828562,676.1,69
1111,Oil upon,"Thriller,War",Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.,FranÃ§ois Simard,"Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",2005,91,6.2,516737,612.35,87
1112,Training,"Mystery,Thriller,Western","Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.",Alexandros Avranas,"James McAvoy, Anya Taylor-Joy, Haley Lu Richardson, Jessica Sula",1998,128,6.2,528947,191.97,38
1113,Control discuss us,Thriller,"The life of Mason, from early childhood to his arrival at college.",John Madden,"Edgar RamÃ­rez, Usher Raymond, Robert De Niro, RubÃ©n Blades",2022,100,5.7,910773,503.06,61
1114,Threat example,"Horror,Mystery,Sci-Fi","The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",Allen Coulter,"Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett",2000,179,5.5,230840,497.54,34
1115,Help,"Comedy,Western","Four friends on their way to Coachella stop off in Los Angeles to tour true-crime occult sites, only to encounter a mysterious young runaway who puts them on a terrifying path to ultimate horror.",Kevin Smith,"Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray",2001,132,5.7,234493,581.03,41
1116,Talk,"Crime,Drama,Horror","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",Jon Watts,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh,Sanya Malhotra",2017,105,7,361024,347.48,45
1117,Them fly parent,"Drama,Thriller","As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",Peter Atencio,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,Stanley Tucci",1980,96,5.4,538304,800.03,36
1118,Dinner various,"Comedy,Fantasy,Horror","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",Rob Cohen,"Michael Caine, Harvey Keitel, Rachel Weisz, Jane Fonda",1999,107,7.9,347845,727.12,41
1119,Wall,"Action,Fantasy,Horror","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Stephen Frears,"Kevin Costner, Demi Moore, William Hurt, Dane Cook",2021,84,5,904456,926.92,
1120,Building television,"Adventure,Family,Fantasy","After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",James DeMonaco,"Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong",2018,113,5.5,86536,12.39,36
1121,During citizen when,"Action,Crime,Fantasy",A sausage strives to discover the truth about his existence.,Juan JosÃ© Campanella,"Lily James, Cate Blanchett, Richard Madden,Helena Bonham Carter",2008,136,6.1,932543,696.51,89
1122,Dog number,"Drama,Mystery,Sci-Fi",A film about the black-and-white era actress LÃ­da BaarovÃ¡ and her doomed love affair.,Alex Garland,"Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy",2009,93,7.2,34104,731.56,
1123,Admit per forget,"Action,Adventure,Crime","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Adam Leon,"Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke",1992,165,6.9,481543,337,73
1124,Enter interesting test,"Action,Crime,Fantasy","A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",Michael Goi,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver",1987,180,4.1,830159,674.52,58
1125,Form car,"Romance,Sci-Fi,Thriller",A traveling theater company gives its audience much more than they were expecting.,Filip Renc,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders",1988,88,5.9,158546,739.39,23
1126,Model official,"Comedy,Drama,Family",A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,Fred Wolf,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",1988,164,6.5,749595,333.11,60
1127,Land help home piece,"Drama,Romance",A group of young adults navigate love and relationships in New York City.,Kyle Balda,"Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes",1983,97,8,118738,266.93,96
1128,Into dog specific,"Action,Comedy,Sport","Guy Carter is an award-winning graduate student of architecture. He's got a beautiful wife and a baby on the way. The problem? He doesn't have ""his ducks in a row,"" which only fuels his ... See full summary Â»",Nicholas Stoller,"Chris Isaak, Kiefer Sutherland, C.H. Evans, Sandra Kinder",2008,110,6.1,118226,,34
1129,Heart industry,"Comedy,Romance,Western","A young girl is institutionalized by her abusive stepfather, retreating to an alternative reality as a coping strategy, envisioning a plan to help her escape.",Jim Sheridan,"Ben Affleck, Rosamund Pike, Neil Patrick Harris,Tyler Perry",1982,84,6.4,143675,927.67,31
1130,Rest create,"Animation,Adventure,Comedy","Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary Â»",John Hillcoat,"Jamie Dornan, Aiden Longworth, Sarah Gadon,Aaron Paul",2014,161,4.6,206415,581.15,25
1131,Write which yourself,"Action,Comedy,Mystery","When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...",Henry Joost,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",2001,129,6.8,906234,203.25,
1132,On accept property,Drama,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,Doug Liman,"Ben Affleck, Rosamund Pike, Neil Patrick Harris,Tyler Perry",1990,122,7.6,510487,228.96,62
1133,Message check,"Action,Comedy,Horror","Gunz (Dylan Duffus) is thrust into a world of excitement when he joins the TIC crew. The crew, led by the ruthless Hoodz (Scorcher), goes from low level weed peddling to full on armed ... See full summary Â»",John Michael McDonagh,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",1985,83,4.8,896168,522.11,82
1134,Policy adult Mrs through,"Action,Drama,War","A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",Phil Claydon,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez",2009,160,5,427372,,77
1135,Identify the,"Comedy,Drama,Thriller","This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart a.k.a. Brent Corrigan, before his falling out with the producer who made him famous. When... See full summary Â»",Garry Marshall,"Miles Teller, Aaron Eckhart, Katey Sagal, CiarÃ¡n Hinds",2015,157,6.7,594221,712.94,44
1136,Edge reduce,"Action,Crime,Thriller","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Oliver Stone,"Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes",2020,168,4.6,4033,205.67,84
1137,Community ahead,"Action,Thriller",A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,James Mangold,"Michael Nyqvist, Noomi Rapace, Ewa FrÃ¶ling,Lena Endre",2006,138,7.7,431862,905.81,60
1138,Become allow beautiful,"Action,Horror,Romance",The music of the Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.,Rich Moore,"Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",1996,153,4.2,675526,184.74,74
1139,Table thousand parent well,"Action,Mystery,Sci-Fi",Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.,Elizabeth Wood,"Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis",2013,123,7.1,553993,498.56,36
1140,Record remember,"Adventure,Biography",The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,F. Gary Gray,"Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo,Zachary Quinto",1999,136,6.9,818724,821.56,21
1141,By reflect if quite,"Biography,Drama,History","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",Dexter Fletcher,"Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy",2009,157,7.7,855761,520,55
1142,Soon event,"Drama,Horror,Sci-Fi",Samuel parties hard in the Marseille area of France and is awoken one morning by a woman carrying a baby she claims is his. She drives off leaving him with a wailing infant; he gives chase ... See full summary Â»,Ivan Reitman,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Julian Richings",1986,92,8.6,584128,184.05,87
1143,Beat too,"Comedy,Western",An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.,Duncan Jones,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",2003,140,4.8,995815,,85
1144,Work,"Comedy,Western","When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",Jaco Van Dormael,"Ellie Kendrick, David Troughton, Jack Holden,Joe Blakemore",2010,143,5.8,810494,796.69,88
1145,Most sound language,"Comedy,Drama,Thriller","After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.",Chris Stokes,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",2010,125,4.8,202905,824.88,61
